,Destination,Gare destination - code UIC,Prix par km
0,MARNE LA VALLEE CHESSY,87111849,0.036931818181818184
1,MARNE LA VALLEE CHESSY,87111849,0.02556818181818182
2,MARNE LA VALLEE CHESSY,87111849,0.014204545454545454
3,BOURG ST MAURICE,87741793,0.03977272727272727
4,MARNE LA VALLEE CHESSY,87111849,0.04261363636363636
5,AEROPORT CDG2 TGV ROISSY,87271494,0.011363636363636364
6,PARIS EST,87113001,0.05113636363636364
7,ST GERVAIS LES BAINS LE FAYET,87746479,0.03986143406254449
8,NANCY,87141002,0.045657757062684295
9,ANNEMASSE,87745497,0.037180037180037186
10,PARIS EST,87113001,0.05159564303458819
11,NARBONNE,87781104,0.04309312903998085
12,CHARLEVILLE MEZIERES,87172007,0.04606968039159228
13,THIONVILLE,87191007,0.057717281516040594
14,NANCY,87141002,0.04049363671423062
15,BESANCON - F COMTE TGV,87300863,0.052181475576170464
16,REMIREMONT,87144451,0.03486682808716707
17,MARSEILLE ST CHARLES,87751008,0.043682958792408876
18,CANNES,87757625,0.046701692936368944
19,LORRAINE TGV,87142109,0.026329903944609684
20,ARRAS,87342014,0.03518717622910761
21,MEUSE TGV,87147322,0.00881704628949302
22,MARSEILLE ST CHARLES,87751008,0.04124116260801257
23,VALENCE TGV RHONE-ALPES SUD,87763029,0.03543132719846464
24,POITIERS,87575001,0.03847292098253922
25,MEUSE TGV,87147322,0.05042764621545459
26,LILLE EUROPE,87223263,0.029732408325074334
27,AEROPORT CDG2 TGV ROISSY,87271494,0.017881090746535537
28,RENNES,87471003,0.05078163895250423
29,POITIERS,87575001,0.035929936623584006
30,PARIS NORD,87271007,0.030012004801920768
31,CHALONS EN CHAMPAGNE,87174003,0.02406618200050138
32,REMIREMONT,87144451,0.015076892149964822
33,BAR LE DUC,87175042,0.042315248602085534
34,PARIS NORD,87271007,0.018178145829125428
35,ST DIE DES VOSGES,87144014,0.021258288201650048
36,REIMS,87171009,0.0243531202435312
37,NIMES,87775007,0.04271982912068352
38,NIMES PONT DU GARD,87703975,0.042822185970636216
39,NICE VILLE,87756056,0.05212325617047371
40,LYON PART DIEU,87723197,0.030734555885667453
41,MONTPELLIER SAINT-ROCH,87773002,0.04621309370988447
42,MULHOUSE VILLE,87182063,0.02470660901791229
43,CHALON SUR SAONE,87725002,0.024766523915174657
44,TGV HAUTE PICARDIE,87313882,0.0372400951691321
45,TOULON,87755009,0.04977445948047908
46,MEUSE TGV,87147322,0.0062370062370062365
47,PARIS NORD,87271007,0.018756838430677852
48,ANTIBES,87757674,0.0532748354747728
49,THIONVILLE,87191007,0.031415257343316405
50,BESANCON - F COMTE TGV,87300863,0.044089859332353556
51,NIMES PONT DU GARD,87703975,0.04419889502762431
52,CHAMPAGNE-ARDENNE,87171926,0.03164890811267011
53,THIONVILLE,87191007,0.050764105547036115
54,PARIS NORD,87271007,0.041348600508905854
55,NANTES,87481002,0.06058351490673327
56,THIONVILLE,87191007,0.038359083644112946
57,VALENCE TGV RHONE-ALPES SUD,87763029,0.03525076109597821
58,LYON PERRACHE,87722025,0.03212679374598415
59,CANNES,87757625,0.054753341564227814
60,ST PIERRE DES CORPS,87571240,0.051662899580238945
61,LILLE EUROPE,87223263,0.04531966549770704
62,LILLE EUROPE,87223263,0.05192557334487235
63,ANGOULEME,87583005,0.06507239303725394
64,PARIS NORD,87271007,0.0521909318255953
65,LYON PART DIEU,87723197,0.03270289420613724
66,PARIS NORD,87271007,0.05901639344262295
67,MARSEILLE ST CHARLES,87751008,0.04819277108433735
68,AEROPORT CDG2 TGV ROISSY,87271494,0.024886877828054297
69,ARRAS,87342014,0.03589254668835175
70,AEROPORT CDG2 TGV ROISSY,87271494,0.031142253364475587
71,VALENCE TGV RHONE-ALPES SUD,87763029,0.026471074835934486
72,PARIS NORD,87271007,0.03937869175235178
73,ST PIERRE DES CORPS,87571240,0.015188500135611608
74,ST MICHEL VALLOIRE,87742361,0.027978047993113098
75,AGDE,87781278,0.032022202060095
76,TOURCOING,87286542,0.012706480304955527
77,NIMES PONT DU GARD,87703975,0.029413309522558957
78,SETE,87773200,0.031266284523189164
79,MARSEILLE ST CHARLES,87751008,0.02895403546869345
80,BOURG ST MAURICE,87741793,0.028729735276010672
81,VALENCE TGV RHONE-ALPES SUD,87763029,0.03258158122486382
82,AIME LA PLAGNE,87741769,0.028291401434778214
83,LYON PERRACHE,87722025,0.030082727500626724
84,MASSY TGV,87393702,0.01393312101910828
85,BESANCON - F COMTE TGV,87300863,0.02370721588383464
86,AEROPORT CDG2 TGV ROISSY,87271494,0.011765859397980194
87,BESANCON - F COMTE TGV,87300863,0.02141223417197917
88,CHALON SUR SAONE,87725002,0.005797101449275362
89,BELFORT-MONTBELIARD TGV,87300822,0.005755119658529567
90,MOUTIERS SALINS BRIDES L BAINS,87741728,0.030473288258261122
91,BESANCON - F COMTE TGV,87300863,0.024582801493877936
92,TGV HAUTE PICARDIE,87313882,0.02065339842283139
93,SETE,87773200,0.035422978326730366
94,TGV HAUTE PICARDIE,87313882,0.03147273905396649
95,TGV HAUTE PICARDIE,87313882,0.0312543089580365
96,TGV HAUTE PICARDIE,87313882,0.029213072850100417
97,VALENCE TGV RHONE-ALPES SUD,87763029,0.016319869441044473
98,AVIGNON TGV,87318964,0.028815848716794237
99,TGV HAUTE PICARDIE,87313882,0.026832431465497967
100,ST PIERRE DES CORPS,87571240,0.028429282160625447
101,TGV HAUTE PICARDIE,87313882,0.03353483651767197
102,BELFORT-MONTBELIARD TGV,87300822,0.026299640571578853
103,ROUEN RIVE DROITE,87411017,0.02786849553668626
104,ROUBAIX,87286732,0.006921612735767434
105,AVIGNON TGV,87318964,0.02750676924399364
106,NICE VILLE,87756056,0.030745580322828592
107,ST RAPHAEL VALESCURE,87757526,0.030548601977173403
108,MARSEILLE ST CHARLES,87751008,0.023608768971332208
109,BEZIERS,87781005,0.01675673411252147
110,BESANCON - F COMTE TGV,87300863,0.02164682374490051
111,TGV HAUTE PICARDIE,87313882,0.006618955032474247
112,AIX EN PROVENCE TGV,87319012,0.02631146193060352
113,PERPIGNAN,87784009,0.01634320735444331
114,TGV HAUTE PICARDIE,87313882,0.019491594249979698
115,RENNES,87471003,0.03067360858861041
116,TGV HAUTE PICARDIE,87313882,0.0272785622593068
117,VALENCE TGV RHONE-ALPES SUD,87763029,0.00956975955979106
118,CANNES,87757625,0.028537455410225922
119,NANTES,87481002,0.028367676608486665
120,MACON VILLE,87725689,0.028199906000313333
121,FUTUROSCOPE,87324095,0.028034108164934003
122,FUTUROSCOPE,87324095,0.018580165673143918
123,TOULON,87755009,0.021550894746969404
124,LYON PERRACHE,87722025,0.012243648607284972
125,ST MICHEL VALLOIRE,87742361,0.024346635218929512
126,PARIS MONTPARNASSE 1 ET 2,87391003,0.024207579998487026
127,DOUAI,87345009,0.024070104178419646
128,MANTES LA JOLIE,87381509,0.016454749439042633
129,DOUAI,87345009,0.011899892157227325
130,PARIS MONTPARNASSE 1 ET 2,87391003,0.032541971747651804
131,FUTUROSCOPE,87324095,0.005883867171698598
132,LIBOURNE,87584052,0.017554125219426564
133,CHATELLERAULT,87575142,0.011638479723586106
134,MOUTIERS SALINS BRIDES L BAINS,87741728,0.023149822759169502
135,PARIS MONTPARNASSE 1 ET 2,87391003,0.01726805050904774
136,TOULOUSE MATABIAU,87611004,0.022899670817232
137,ST JEAN DE LUZ CIBOURE,87677120,0.02135307306309833
138,ST BRIEUC,87473009,0.031150442477876107
139,MANTES LA JOLIE,87381509,0.019717615576916307
140,ST NAZAIRE,87481705,0.01541047912580555
141,MASSY TGV,87393702,0.020903738285196666
142,LAMBALLE,87473108,0.016635475150758992
143,ALBERTVILLE,87741645,0.017927943458024478
144,PARIS MONTPARNASSE 1 ET 2,87391003,0.0164631636712855
145,PARIS MONTPARNASSE 1 ET 2,87391003,0.027297232743030676
146,RENNES,87471003,0.014936519790888721
147,PARIS MONTPARNASSE 1 ET 2,87391003,0.018913168293424296
148,PARIS MONTPARNASSE 1 ET 2,87391003,0.020161290322580645
149,NANTES,87481002,0.014815438360200345
150,QUIMPER,87474098,0.024293547026571067
151,ST MICHEL VALLOIRE,87742361,0.017581674485440176
152,VANNES,87476606,0.018973403354226665
153,VALENCE TGV RHONE-ALPES SUD,87763029,0.01629673640877647
154,ST NAZAIRE,87481705,0.02721782767712852
155,ARCACHON,87582668,0.019092265075644578
156,RENNES,87471003,0.019132217287324907
157,BAYONNE,87673004,0.02054178970342791
158,LE POULIGUEN,87481762,0.015095634273951454
159,LE MANS,87396002,0.016502643001418196
160,LA BAULE ESCOUBLAC,87481754,0.024806201550387597
161,LYON-SAINT EXUPERY TGV,87762906,0.015191403046912088
162,ST AVRE LA CHAMBRE,87741306,0.016607559899662658
163,LE CROISIC,87481788,0.015255926840896286
164,LE POULIGUEN,87481762,0.02501737317581654
165,LA BAULE ESCOUBLAC,87481754,0.015321001088139281
166,RENNES,87471003,0.019541132338829276
167,GUINGAMP,87473207,0.01678541766840058
168,TARBES,87671008,0.023830383739267567
169,ST BRIEUC,87473009,0.02247684270600114
170,MASSY TGV,87393702,0.00985481742190937
171,ST JEAN DE MAURIENNE ARVAN,87742320,0.018341342974295665
172,CHAMBERY CHALLES LES EAUX,87741009,0.01979498055850124
173,RENNES,87471003,0.019837931187176194
174,MARSEILLE ST CHARLES,87751008,0.01988106860743765
175,ROUEN RIVE DROITE,87411017,0.022770736046253057
176,QUIMPERLE,87476317,0.01854162952397932
177,BERNAY,87444299,0.022870415866351006
178,QUIMPER,87474098,0.0229205837586176
179,AIME LA PLAGNE,87741769,0.021535286464175154
180,NIMES PONT DU GARD,87703975,0.02302158273381295
181,REDON,87471300,0.0173043125591456
182,LISIEUX,87444265,0.023123475747448288
183,ALBERTVILLE,87741645,0.023174761236590777
184,AIME LA PLAGNE,87741769,0.02322627472328071
185,REDON,87471300,0.017458513298476926
186,ST BRIEUC,87473009,0.02624624077280598
187,CHAMBERY CHALLES LES EAUX,87741009,0.023382198474676895
188,ST BRIEUC,87473009,0.026363969242035885
189,BREST,87474007,0.027891187669159136
190,AIME LA PLAGNE,87741769,0.027954022988505748
191,BOURG ST MAURICE,87741793,0.026542555642597117
192,RENNES,87471003,0.01773508220949566
193,MORLAIX,87474338,0.017775308984863212
194,LANDRY,87741777,0.023754291546812658
195,ST GERVAIS LES BAINS LE FAYET,87746479,0.026784468728202743
196,SALLANCHES COMBLOUX MEGEVE,87746438,0.028337061894108874
197,ROSPORDEN,87474155,0.011958705096463773
198,LANDERNEAU,87474239,0.017979211536660735
199,LORIENT,87476002,0.027030832042798818
200,VANNES,87476606,0.021072436500470366
201,SALLANCHES COMBLOUX MEGEVE,87746438,0.02715572108811466
202,ALBERTVILLE,87741645,0.028730743786031566
203,ST MICHEL VALLOIRE,87742361,0.028797423388433666
204,LORIENT,87476002,0.009115077857956703
205,MOUTIERS SALINS BRIDES L BAINS,87741728,0.02436354984534856
206,ST JEAN DE MAURIENNE ARVAN,87742320,0.028999332252217878
207,VITRE,87471508,0.018358273174929482
208,QUIMPER,87474098,0.027602070155261643
209,AURAY,87476200,0.027667034920024976
210,MORLAIX,87474338,0.015406836783822821
211,ST MALO,87478107,0.01853192413493557
212,MARNE LA VALLEE CHESSY,87111849,0.021671826625386997
213,MARNE LA VALLEE CHESSY,87111849,0.022068965517241378
214,LORIENT,87476002,0.02890405459654757
215,MARNE LA VALLEE CHESSY,87111849,0.013090611577009614
216,MOUTIERS SALINS BRIDES L BAINS,87741728,0.0316930775646372
217,AIME LA PLAGNE,87741769,0.023814586434190942
218,ST MICHEL VALLOIRE,87742361,0.02776572668112798
219,MARNE LA VALLEE CHESSY,87111849,0.023024131060438345
220,AURAY,87476200,0.0216998191681736
221,VALENCE TGV RHONE-ALPES SUD,87763029,0.03140152389748326
222,SETE,87773200,0.028315243039169418
223,CLUSES  74,87746370,0.03667068757539204
224,ST BRIEUC,87473009,0.035538005923000986
225,NANCY,87141002,0.004041424602172266
226,VANNES,87476606,0.03724780134505949
227,PARIS EST,87113001,0.04664723032069971
228,QUIMPER,87474098,0.041304347826086954
229,MONTPELLIER SAINT-ROCH,87773002,0.031223863953164205
230,ALBERTVILLE,87741645,0.029765311963365768
231,SALLANCHES COMBLOUX MEGEVE,87746438,0.042340488091737724
232,REIMS,87171009,0.03385731559854897
233,ST MALO,87478107,0.034836702954898914
234,MARNE LA VALLEE CHESSY,87111849,0.023062139654067906
235,ST JEAN DE MAURIENNE ARVAN,87742320,0.0475404423902278
236,PARIS EST,87113001,0.04904632152588556
237,SARREBOURG,87215012,0.03302467137214272
238,SEDAN,87172254,0.044477875527357165
239,NANTES,87481002,0.033698955993128055
240,CHALONS EN CHAMPAGNE,87174003,0.039720951967689176
241,LORIENT,87476002,0.05160202360876897
242,MARNE LA VALLEE CHESSY,87111849,0.011587880440339456
243,LA BAULE ESCOUBLAC,87481754,0.011711215210801873
244,BELFORT-MONTBELIARD TGV,87300822,0.053267416356230196
245,MARNE LA VALLEE CHESSY,87111849,0.03589779686070247
246,NIMES PONT DU GARD,87703975,0.04838996619818538
247,MARNE LA VALLEE CHESSY,87111849,0.03363793351561376
248,MOUTIERS SALINS BRIDES L BAINS,87741728,0.05566267690180813
249,NANTES,87481002,0.050040473912723524
250,ANTIBES,87757674,0.05061595146823476
251,ST GERVAIS LES BAINS LE FAYET,87746479,0.05120481927710843
252,MARNE LA VALLEE CHESSY,87111849,0.045331606414993716
253,LYON PERRACHE,87722025,0.039318479685452164
254,LORRAINE TGV,87142109,0.016580189599344593
255,LILLE EUROPE,87223263,0.04027799715684726
256,LUNEVILLE,87141150,0.01019388366979812
257,LE CREUSOT MONTCEAU MONTCHANIN,87694109,0.030964138266008256
258,LE CROISIC,87481788,0.04877648891257122
259,LORRAINE TGV,87142109,0.04940219196280306
260,REMIREMONT,87144451,0.02859666091929854
261,LA BAULE ESCOUBLAC,87481754,0.05070302513847465
262,PARIS EST,87113001,0.022019774621130347
263,ST JEAN DE MAURIENNE ARVAN,87742320,0.0557938036058113
264,AEROPORT CDG2 TGV ROISSY,87271494,0.033935146165106685
265,ST DIE DES VOSGES,87144014,0.04205271206260682
266,LA ROCHELLE VILLE,87485003,0.031014823261117448
267,MEUSE TGV,87147322,0.04325499629903775
268,LORIENT,87476002,0.06382878866100342
269,PARIS AUSTERLITZ,87547000,0.05667206400609582
270,SARREBOURG,87215012,0.08216926869350863
271,POITIERS,87575001,0.05004906771344455
272,CHAMPAGNE-ARDENNE,87171926,0.046584624582731306
273,ST PIERRE DES CORPS,87571240,0.0688189454508653
274,ST MICHEL VALLOIRE,87742361,0.06554258983190253
275,ST MICHEL VALLOIRE,87742361,0.0799206017551191
276,MEUSE TGV,87147322,0.027077249800902575
277,MODANE,87742007,0.06882219583288351
278,LILLE EUROPE,87223263,0.04199374210901905
279,ST PIERRE DES CORPS,87571240,0.042718338172883626
280,REIMS,87171009,0.0193192795045173
281,SELESTAT,87214056,0.029496818970503182
282,CHAMPAGNE-ARDENNE,87171926,0.05005594487957128
283,CHALONS EN CHAMPAGNE,87174003,0.025491842610364683
284,PARIS AUSTERLITZ,87547000,0.0727250504186274
285,ST PIERRE DES CORPS,87571240,0.0847140899464308
286,REMIREMONT,87144451,0.059383931406795806
287,ST AVRE LA CHAMBRE,87741306,0.08259911894273128
288,ST MAIXENT DEUX SEVRES,87485490,0.056190916903549944
289,ST GERVAIS LES BAINS LE FAYET,87746479,0.09178026724254285
290,TOULON,87755009,0.09373492315114756
291,LE CROISIC,87481788,0.023943661971830985
292,MACON VILLE,87725689,0.048952559210999926
293,ARCACHON,87582668,0.11264909438963334
294,AIX EN PROVENCE TGV,87319012,0.09605967000678069
295,NANTES,87481002,0.11801912989817956
296,PARIS AUSTERLITZ,87547000,0.09403397866455947
297,PARIS AUSTERLITZ,87547000,0.1376964198930828
298,ST PIERRE DES CORPS,87571240,0.07061560189415966
299,LYON PERRACHE,87722025,0.1594474761255116
300,RENNES,87471003,0.10421227778264296
301,MONTPELLIER SUD DE FRANCE,87688887,0.1377137713771377
302,ST NAZAIRE,87481705,0.09443570039811128
303,NIMES,87775007,0.11341974837971788
304,ST PIERRE DES CORPS,87571240,0.1335559265442404
305,THIONVILLE,87191007,0.1549524002430626
306,MARSEILLE ST CHARLES,87751008,0.13329848405645583
307,BORDEAUX ST JEAN,87581009,0.14693171996542784
308,THIONVILLE,87191007,0.15200625908125628
309,VENDOME VILLIERS SUR LOIR,87571216,0.09840240796480666
310,MARSEILLE ST CHARLES,87751008,0.15307960139272422
311,THIONVILLE,87191007,0.16957605985037405
312,LYON PERRACHE,87722025,0.0992089223187654
313,LYON PERRACHE,87722025,0.11483382869494732
314,THIONVILLE,87191007,0.19173833356830677
315,NANTES,87481002,0.1879422169811321
316,THIONVILLE,87191007,0.18378378378378377
317,LA ROCHE SUR YON,87486019,0.11028219266947778
318,THIONVILLE,87191007,0.17415058903875705
319,MACON VILLE,87725689,0.27577505407353997
320,BORDEAUX ST JEAN,87581009,0.25959152510020994
321,ARCACHON,87582668,0.1724137931034483
322,BELFORT-MONTBELIARD TGV,87300822,0.15605014070094653
323,ST PIERRE DES CORPS,87571240,0.2280373831775701
324,MONTAUBAN VILLE BOURBON,87611244,0.20984734465706298
325,SAVERNE,87212225,0.12146555157307845
326,PARIS NORD,87271007,0.05655479325050992
327,NIMES,87775007,0.1481609993060375
328,ST PIERRE DES CORPS,87571240,0.15908720456397718
329,VALENCE TGV RHONE-ALPES SUD,87763029,0.12188748847217952
330,LIBOURNE,87584052,0.14192234986185837
331,ST PIERRE DES CORPS,87571240,0.20198675496688742
332,MONTPELLIER SUD DE FRANCE,87688887,0.12009450059062869
333,CHATELLERAULT,87575142,0.03053817271589487
334,LOURDES,87671339,0.13132400430570507
335,CHALON SUR SAONE,87725002,0.06287219422812644
336,BAYONNE,87673004,0.14742392617818303
337,SALLANCHES COMBLOUX MEGEVE,87746438,0.1545281823939202
338,BAYONNE,87673004,0.04956830878618588
339,PARIS GARE DE LYON,87686006,0.07762333594361785
340,ST JEAN DE LUZ CIBOURE,87677120,0.03457069991499008
341,ANTIBES,87757674,0.09463405730972806
342,MONTAUBAN VILLE BOURBON,87611244,0.05384411686821432
343,LIBOURNE,87584052,0.02606837606837607
344,LILLE EUROPE,87223263,0.09601524314472704
345,LILLE EUROPE,87223263,0.08334672882173284
346,PARIS GARE DE LYON,87686006,0.06189026769687037
347,LILLE EUROPE,87223263,0.06477548543689321
348,LILLE EUROPE,87223263,0.06300258207303577
349,NARBONNE,87781104,0.06570443774235243
350,SELESTAT,87214056,0.05546618171644401
351,CARCASSONNE,87615286,0.0499045541314426
352,MONTPELLIER SUD DE FRANCE,87688887,0.07301017354877319
353,POITIERS,87575001,0.05146009085009734
354,PARIS NORD,87271007,0.061846524301375064
355,LYON PERRACHE,87722025,0.04154284299157999
356,LE MANS,87396002,0.059069176299703444
357,ST GERVAIS LES BAINS LE FAYET,87746479,0.057771990055641056
358,BETHUNE,87342006,0.05653055314219519
359,LILLE EUROPE,87223263,0.04150601043320481
360,THONON LES BAINS,87745646,0.04403842949963903
361,MONTPELLIER SAINT-ROCH,87773002,0.059745347698334964
362,LILLE EUROPE,87223263,0.05205610965918182
363,ANNEMASSE,87745497,0.04147489539748954
364,TOULON,87755009,0.06259299163716588
365,TOULOUSE MATABIAU,87611004,0.030711912194139563
366,NIMES PONT DU GARD,87703975,0.03617852023921317
367,LYON PART DIEU,87723197,0.04144826247330616
368,VALENCIENNES,87343004,0.0465315852205006
369,AGDE,87781278,0.025719104281832664
370,CHALON SUR SAONE,87725002,0.028088594188884285
371,LILLE EUROPE,87223263,0.0497102499094531
372,PERPIGNAN,87784009,0.051605147157041724
373,DOUAI,87345009,0.013359614542268946
374,MARSEILLE ST CHARLES,87751008,0.04732554631265894
375,AEROPORT CDG2 TGV ROISSY,87271494,0.036229424741218395
376,PARIS NORD,87271007,0.04585891492294199
377,CHALON SUR SAONE,87725002,0.02508842642099202
378,AEROPORT CDG2 TGV ROISSY,87271494,0.027182499493619606
379,BOURG ST MAURICE,87741793,0.038952745849297574
380,ANNEMASSE,87745497,0.031187320564754
381,SALLANCHES COMBLOUX MEGEVE,87746438,0.037832390107760294
382,PARIS GARE DE LYON,87686006,0.05128205128205128
383,RENNES,87471003,0.027640671273445213
384,LYON-SAINT EXUPERY TGV,87762906,0.00684931506849315
385,BESANCON VIOTTE,87718007,0.018140589569160998
386,PARIS GARE DE LYON,87686006,0.018944519621109608
387,BELFORT-MONTBELIARD TGV,87300822,0.023030974813720056
388,ANTIBES,87757674,0.021701602959309493
389,ANTIBES,87757674,0.020369113017714956
390,AEROPORT CDG2 TGV ROISSY,87271494,0.01631442343344457
391,LES ARCS DRAGUIGNAN,87755447,0.013611334529480915
392,ST RAPHAEL VALESCURE,87757526,0.023166501486620413
393,ALBERTVILLE,87741645,0.01910077519379845
394,EVIAN LES BAINS,87745679,0.01775735750651931
395,ARRAS,87342014,0.01367563871448996
396,AGDE,87781278,0.0027383619616629324
397,ARRAS,87342014,0.013708019191226868
398,ST MICHEL VALLOIRE,87742361,0.005489706799750468
399,SETE,87773200,0.010992442695646743
400,CHALON SUR SAONE,87725002,0.022011005502751375
401,BELFORT-MONTBELIARD TGV,87300822,0.01928253928504351
402,MARNE LA VALLEE CHESSY,87111849,0.008273787138021814
403,CALAIS FRETHUN,87281071,0.005522434891747725
404,AIX LES BAINS LE REVARD,87741132,0.016587082181452627
405,LES ARCS DRAGUIGNAN,87755447,0.013839089136315028
406,BESANCON - F COMTE TGV,87300863,0.01939790905655624
407,LYON PART DIEU,87723197,0.013872249196040104
408,MARNE LA VALLEE CHESSY,87111849,0.019444444444444445
409,AIX EN PROVENCE TGV,87319012,0.026428945988463556
410,MARNE LA VALLEE CHESSY,87111849,0.018687430478309234
411,TOULON,87755009,0.021551213735938428
412,TGV HAUTE PICARDIE,87313882,0.030126582278481015
413,MOUTIERS SALINS BRIDES L BAINS,87741728,0.03045547246770904
414,NIMES PONT DU GARD,87703975,0.028781204111600588
415,ST MICHEL VALLOIRE,87742361,0.035754189944134075
416,TGV HAUTE PICARDIE,87313882,0.009790209790209791
417,VALENCE TGV RHONE-ALPES SUD,87763029,0.02705314009661836
418,MONTPELLIER SUD DE FRANCE,87688887,0.009071274298056157
419,TGV HAUTE PICARDIE,87313882,0.003427172582619339
420,MACON LOCHE TGV,87725705,0.027683615819209043
421,LES ARCS DRAGUIGNAN,87755447,0.07479131886477464
422,PARIS EST,87113001,0.06857142857142857
423,SALLANCHES COMBLOUX MEGEVE,87746438,0.07929698888009662
424,TGV HAUTE PICARDIE,87313882,0.07860622574519033
425,ST JEAN DE MAURIENNE ARVAN,87742320,0.06679490852535505
426,DOUAI,87345009,0.027592923226748903
427,RENNES,87471003,0.06018909676121505
428,DOUAI,87345009,0.04340540971834357
429,BOURG EN BRESSE,87743005,0.06456462396645171
430,BELFORT-MONTBELIARD TGV,87300822,0.0800376647834275
431,PERPIGNAN,87784009,0.11642476360947897
432,EPINAL,87144006,0.0629872636047858
433,AGDE,87781278,0.07809808200298611
434,NIMES PONT DU GARD,87703975,0.07230745860549902
435,MOUCHARD,87718833,0.051237614436951365
436,RANG DU FLIERS VERTON,87317057,0.04066681617702026
437,MOUTIERS SALINS BRIDES L BAINS,87741728,0.03026145002781383
438,PARIS EST,87113001,0.0900794818957904
439,ST PIERRE DES CORPS,87571240,0.05462445685909373
440,MACON VILLE,87725689,0.08870207986085948
441,BESANCON - F COMTE TGV,87300863,0.06357653996907477
442,TGV HAUTE PICARDIE,87313882,0.05339043540328337
443,VALENCE TGV RHONE-ALPES SUD,87763029,0.08671318763061882
444,ST GERVAIS LES BAINS LE FAYET,87746479,0.06694325293579917
445,ANTIBES,87757674,0.10442187554531812
446,SAVERNE,87212225,0.056541019955654095
447,SETE,87773200,0.03742046431642305
448,ST DIE DES VOSGES,87144014,0.05572628559721368
