,Destination,Gare destination - code UIC,Prix par km
449,VALENCE TGV RHONE-ALPES SUD,87763029,0.06454893718005221
450,PERPIGNAN,87784009,0.0640904806786051
451,LES ARCS DRAGUIGNAN,87755447,0.06818409706206759
452,LUNEVILLE,87141150,0.036110189180219056
453,TGV HAUTE PICARDIE,87313882,0.07620052074750337
454,TGV HAUTE PICARDIE,87313882,0.05786855197695732
455,SAVERNE,87212225,0.053050742775412024
456,TGV HAUTE PICARDIE,87313882,0.052689352360043906
457,MOUTIERS SALINS BRIDES L BAINS,87741728,0.026166426166426164
458,MOUTIERS SALINS BRIDES L BAINS,87741728,0.034654096063192766
459,TOULON,87755009,0.08605688613281869
460,ST DIE DES VOSGES,87144014,0.042743101389150794
461,TGV HAUTE PICARDIE,87313882,0.059446126947453874
462,CHALON SUR SAONE,87725002,0.03374689826302729
463,BELLEGARDE,87745000,0.04190934023604819
464,TOULON,87755009,0.06662176229257241
465,THONON LES BAINS,87745646,0.033097070544215616
466,MONTPELLIER SUD DE FRANCE,87688887,0.057550477572240355
467,POITIERS,87575001,0.061270461030184714
468,MASSY PALAISEAU,87393579,0.05682564316838775
469,BOURG EN BRESSE,87743005,0.03226858854583741
470,SETE,87773200,0.04810186276821504
471,LORRAINE TGV,87142109,0.05178827733677026
472,ST DIE DES VOSGES,87144014,0.07918486171761281
473,ST PIERRE DES CORPS,87571240,0.04328578455484506
474,AIX EN PROVENCE TGV,87319012,0.06257908662141953
475,CHAMPAGNE-ARDENNE,87171926,0.03498842294828917
476,MARSEILLE ST CHARLES,87751008,0.0
477,ORANGE,87765107,0.03073012286400226
478,MEUSE TGV,87147322,0.049640610961365676
479,BELFORT-MONTBELIARD TGV,87300822,0.08351243475591034
480,ORANGE,87765107,0.04528553193850935
481,NANCY,87141002,0.06002924218599133
482,BEAUNE,87713545,0.03730115194733955
483,ARRAS,87342014,0.06675574704807614
484,VALENCE TGV RHONE-ALPES SUD,87763029,0.05899896968711024
485,CHARLEVILLE MEZIERES,87172007,0.043997519747661286
486,NICE VILLE,87756056,0.04374865966116234
487,CHAMPAGNE-ARDENNE,87171926,0.05800346528055444
488,NARBONNE,87781104,0.02162964533743307
489,MONTELIMAR GARE SNCF,87764001,0.04301868887893086
490,CHALONS EN CHAMPAGNE,87174003,0.0427807486631016
491,CHARLEVILLE MEZIERES,87172007,0.03545452175499882
492,BEZIERS,87781005,0.021156339123671247
493,MEUSE TGV,87147322,0.02454810345272169
494,TGV HAUTE PICARDIE,87313882,0.04883052933935166
495,NARBONNE,87781104,0.0346912226105145
496,TOULON,87755009,0.05175825848683209
497,NARBONNE,87781104,0.06521135646687697
498,COLMAR,87182014,0.04779596345014559
499,ST RAPHAEL VALESCURE,87757526,0.013584038754463507
500,ST MICHEL VALLOIRE,87742361,0.027025684336032592
501,EPINAL,87144006,0.060490746003113494
502,MASSY TGV,87393702,0.04680432645034415
503,MONTPELLIER SAINT-ROCH,87773002,0.03991098285686337
504,DOUAI,87345009,0.006617682837818111
505,MULHOUSE VILLE,87182063,0.03950330404473169
506,ANTIBES,87757674,0.058953858009825645
507,CHAMBERY CHALLES LES EAUX,87741009,0.039103869653767824
508,BEAUNE,87713545,0.032422638630620323
509,BOURG ST MAURICE,87741793,0.03871243209905828
510,ALBERTVILLE,87741645,0.04493957703927492
511,BEAUNE,87713545,0.044716879212757465
512,ST RAPHAEL VALESCURE,87757526,0.06356625379761627
513,SETE,87773200,0.03162717146112881
514,AVIGNON TGV,87318964,0.050356382486346385
515,ARLES,87753657,0.025055845980240885
516,VALENCE VILLE,87761007,0.043635696933583906
517,ARRAS,87342014,0.031018360132284185
518,PARIS GARE DE LYON,87686006,0.043217722898129654
519,ST RAPHAEL VALESCURE,87757526,0.05222852237558452
520,ARRAS,87342014,0.04892306308736903
521,LES ARCS DRAGUIGNAN,87755447,0.02434603593725525
522,AIX EN PROVENCE TGV,87319012,0.04543429844097996
523,DOUAI,87345009,0.04522178626055729
524,PERPIGNAN,87784009,0.03600900225056264
525,ST PIERRE DES CORPS,87571240,0.035842136472448556
526,SEDAN,87172254,0.017838405036726127
527,ALBERTVILLE,87741645,0.04735066913284735
528,MONTBARD,87713131,0.014729454576961402
529,VALENCE TGV RHONE-ALPES SUD,87763029,0.008797464260301443
530,LES ARCS DRAGUIGNAN,87755447,0.0467073066025586
531,VALENCE VILLE,87761007,0.03487254001153871
532,ST PIERRE DES CORPS,87571240,0.034716017868538604
533,REMIREMONT,87144451,0.025920670887952395
534,LE CREUSOT MONTCEAU MONTCHANIN,87694109,0.04014167650531287
535,VALENCE TGV RHONE-ALPES SUD,87763029,0.057091283084608445
536,NARBONNE,87781104,0.05399757596021231
537,LES ARCS DRAGUIGNAN,87755447,0.03961302402995943
538,AGDE,87781278,0.033805617698235146
539,TOULON,87755009,0.05609751067296389
540,THIONVILLE,87191007,0.019549057456158363
541,THIONVILLE,87191007,0.04449078901633646
542,ST PIERRE DES CORPS,87571240,0.03322475570032573
543,GRENOBLE,87747006,0.027568871500679083
544,AVIGNON TGV,87318964,0.038432037463162566
545,ST RAPHAEL VALESCURE,87757526,0.02186802805860953
546,MULHOUSE VILLE,87182063,0.043551356977023455
547,ARRAS,87342014,0.054210264075734926
548,LYON-SAINT EXUPERY TGV,87762906,0.016194974794585797
549,THIONVILLE,87191007,0.0403185959641876
550,MANTES LA JOLIE,87381509,0.03747441347819241
551,AGDE,87781278,0.026656735725906038
552,LYON PART DIEU,87723197,0.01592816708959594
553,MONTPELLIER SUD DE FRANCE,87688887,0.04758849944596722
554,BESANCON - F COMTE TGV,87300863,0.02106404398668009
555,ARRAS,87342014,0.041956693596591016
556,ARRAS,87342014,0.04178668817452088
557,CHAMPAGNE-ARDENNE,87171926,0.03381466959931147
558,PARIS MONTPARNASSE 1 ET 2,87391003,0.046632124352331605
559,THIONVILLE,87191007,0.03955500618046971
560,ARRAS,87342014,0.03546099290780142
561,NANTES,87481002,0.027180067950169876
562,PARIS MONTPARNASSE 1 ET 2,87391003,0.02391304347826087
563,CANNES,87757625,0.03595347197744096
564,SELESTAT,87214056,0.02059025394646534
565,ARRAS,87342014,0.010030090270812437
566,NIMES PONT DU GARD,87703975,0.03129074315514994
567,BELFORT-MONTBELIARD TGV,87300822,0.03434022257551669
568,PARIS MONTPARNASSE 1 ET 2,87391003,0.0260707635009311
569,LANDERNEAU,87474239,0.02280718426304286
570,MACON VILLE,87725689,0.017465554046186688
571,BELFORT-MONTBELIARD TGV,87300822,0.02775299831499653
572,MASSY TGV,87393702,0.02431118314424635
573,VALENCE TGV RHONE-ALPES SUD,87763029,0.026929052304505437
574,DOUAI,87345009,0.027548209366391185
575,REDON,87471300,0.03904131872898818
576,VALENCE TGV RHONE-ALPES SUD,87763029,0.02665482007996446
577,MASSY TGV,87393702,0.029589165813133037
578,PARIS MONTPARNASSE 1 ET 2,87391003,0.028004667444574097
579,DOUAI,87345009,0.03830958936908895
580,BESANCON - F COMTE TGV,87300863,0.04424778761061947
581,PARIS MONTPARNASSE 1 ET 2,87391003,0.05556257103169592
582,CHATELLERAULT,87575142,0.023370553103090105
583,BORDEAUX ST JEAN,87581009,0.04542418169672679
584,PARIS MONTPARNASSE 1 ET 2,87391003,0.04127682993946065
585,PARIS NORD,87271007,0.025528293859027086
586,MORLAIX,87474338,0.03511852502194908
587,AEROPORT CDG2 TGV ROISSY,87271494,0.03929273084479371
588,PARIS MONTPARNASSE 1 ET 2,87391003,0.0625
589,LILLE EUROPE,87223263,0.036740461610927935
590,LANDRY,87741777,0.03611349957007738
591,SARREBOURG,87215012,0.02372479240806643
592,PARIS MONTPARNASSE 1 ET 2,87391003,0.024158125915080524
593,LILLE EUROPE,87223263,0.036797274275979557
594,MASSY TGV,87393702,0.02676864244741874
595,THIONVILLE,87191007,0.03134386835575291
596,PORNICHET,87481747,0.022091310751104567
597,LILLE EUROPE,87223263,0.024721878862793572
598,GUINGAMP,87473207,0.03383617651205414
599,TGV HAUTE PICARDIE,87313882,0.004344677769732078
600,NANTES,87481002,0.03573023671281822
601,LE CREUSOT MONTCEAU MONTCHANIN,87694109,0.032164190534538215
602,SABLE SUR SARTHE,87396408,0.018924459864374705
603,LYON PERRACHE,87722025,0.02681618722574354
604,NICE VILLE,87756056,0.04274937133277452
605,RENNES,87471003,0.036351047256361436
606,LILLE EUROPE,87223263,0.01878690284487386
607,ORTHEZ,87672253,0.04443621551564525
608,BOURG ST MAURICE,87741793,0.04028390562056397
609,PARIS NORD,87271007,0.05373134328358209
610,MOUTIERS SALINS BRIDES L BAINS,87741728,0.04445542109162756
611,ST JEAN DE MAURIENNE ARVAN,87742320,0.04413928396272683
612,ST PIERRE DES CORPS,87571240,0.020452885317750184
613,MARSEILLE ST CHARLES,87751008,0.043520309477756286
614,ST AVRE LA CHAMBRE,87741306,0.04321728691476591
615,CALAIS FRETHUN,87281071,0.05150214592274678
616,DOL DE BRETAGNE,87478073,0.045465309022022254
617,TOULON,87755009,0.045155221072436504
618,BAYONNE,87673004,0.04204625087596356
619,LENS,87345025,0.044547563805104405
620,SABLE SUR SARTHE,87396408,0.0442498271491127
621,POITIERS,87575001,0.0521978021978022
622,ROUEN RIVE DROITE,87411017,0.040937002501705705
623,CHAMBERY CHALLES LES EAUX,87741009,0.04338002711251695
624,MONTPELLIER SAINT-ROCH,87773002,0.04040404040404041
625,ST JEAN DE LUZ CIBOURE,87677120,0.04014272970561998
626,VALENCE TGV RHONE-ALPES SUD,87763029,0.04254376246399291
627,LA ROCHE SUR YON,87486019,0.02906208718626156
628,ALBERTVILLE,87741645,0.03937869175235178
629,ST MALO,87478107,0.04173913043478261
630,LYON PART DIEU,87723197,0.028515878159429683
631,AEROPORT CDG2 TGV ROISSY,87271494,0.0360669815371404
632,SABLE SUR SARTHE,87396408,0.02560273095796885
633,VALENCE TGV RHONE-ALPES SUD,87763029,0.035623409669211195
634,AEROPORT CDG2 TGV ROISSY,87271494,0.03287671232876712
635,ARRAS,87342014,0.025136154168412233
636,AEROPORT CDG2 TGV ROISSY,87271494,0.037476577139287946
637,RENNES,87471003,0.024834437086092714
638,AEROPORT CDG2 TGV ROISSY,87271494,0.03456078996091339
639,MODANE,87742007,0.0392638036809816
640,SABLE SUR SARTHE,87396408,0.024395202276885544
641,MONTPELLIER SUD DE FRANCE,87688887,0.03395311236863379
642,LE CREUSOT MONTCEAU MONTCHANIN,87694109,0.0216998191681736
643,MOUTIERS SALINS BRIDES L BAINS,87741728,0.033559728326008786
644,ALBERTVILLE,87741645,0.0381330685203575
645,MARNE LA VALLEE CHESSY,87111849,0.02843601895734597
646,LILLE FLANDRES,87286005,0.028274101708226976
647,LA ROCHE SUR YON,87486019,0.04217102694260055
648,MARNE LA VALLEE CHESSY,87111849,0.030285381479324403
649,ST MICHEL VALLOIRE,87742361,0.030115830115830116
650,CHAMBERY CHALLES LES EAUX,87741009,0.03685928201190248
651,MONTPELLIER SUD DE FRANCE,87688887,0.03665521191294387
652,PARIS EST,87113001,0.03645338902601101
653,ALBERTVILLE,87741645,0.02945619335347432
654,BOURG ST MAURICE,87741793,0.036056338028169016
655,ST JEAN DE MAURIENNE ARVAN,87742320,0.03586103847590586
656,LYON PERRACHE,87722025,0.0245216422069478
657,PARIS EST,87113001,0.04878048780487805
658,CALAIS FRETHUN,87281071,0.022251891410769917
659,RENNES,87471003,0.03573023671281822
660,ALBERTVILLE,87741645,0.031376064545047065
661,PERPIGNAN,87784009,0.03598740440845704
662,NIMES,87775007,0.040632054176072234
663,RENNES,87471003,0.03171726325328501
664,NANCY,87141002,0.02955889040472942
665,BELFORT-MONTBELIARD TGV,87300822,0.03423094477407577
666,MARSEILLE ST CHARLES,87751008,0.03664681630783326
667,PARIS EST,87113001,0.020689655172413793
668,REDON,87471300,0.041532071988924786
669,PARIS EST,87113001,0.04631773969430292
670,NANCY,87141002,0.032543003254300325
671,MONTPELLIER SAINT-ROCH,87773002,0.04199720018665422
672,BOURG ST MAURICE,87741793,0.03747072599531616
673,BEAUNE,87713545,0.03761165961448049
674,AIME LA PLAGNE,87741769,0.037753657385559226
675,CHALON SUR SAONE,87725002,0.04263382283278067
676,CHALON SUR SAONE,87725002,0.01426533523537803
677,LUNEVILLE,87141150,0.028639618138424822
678,AIME LA PLAGNE,87741769,0.03833253473885961
679,PARIS NORD,87271007,0.02405002405002405
680,POITIERS,87575001,0.031385803959439885
681,RENNES,87471003,0.033931168201648085
682,AEROPORT CDG2 TGV ROISSY,87271494,0.019464720194647202
683,GUINGAMP,87473207,0.029311187103077677
684,LYON PERRACHE,87722025,0.01716527709661599
685,ST AVRE LA CHAMBRE,87741306,0.03938946331856229
686,BOURG ST MAURICE,87741793,0.03954522985664854
687,MARNE LA VALLEE CHESSY,87111849,0.02729528535980149
688,RENNES,87471003,0.039860488290981565
689,MARNE LA VALLEE CHESSY,87111849,0.03501750875437719
690,TOULON,87755009,0.04018081366147665
691,CLUSES  74,87746370,0.037821482602118
692,ARRAS,87342014,0.012658227848101266
693,TGV HAUTE PICARDIE,87313882,0.03558718861209965
694,LISON,87447219,0.0408371618172537
695,ALBERTVILLE,87741645,0.04100461301896464
696,NANTES,87481002,0.028306742151312403
697,VITRE,87471508,0.020671834625323
698,TGV HAUTE PICARDIE,87313882,0.04411001556824079
699,LORRAINE TGV,87142109,0.041688379364252216
700,MARSEILLE ST CHARLES,87751008,0.04709576138147567
701,BESANCON - F COMTE TGV,87300863,0.007882291119285338
702,PLOUARET TREGOR,87473181,0.0316622691292876
703,LUNEVILLE,87141150,0.015898251192368842
704,NANTES,87481002,0.03459286854709952
705,TGV HAUTE PICARDIE,87313882,0.03741314804917157
706,CHAMPAGNE-ARDENNE,87171926,0.040257648953301126
707,ST GERVAIS LES BAINS LE FAYET,87746479,0.03773584905660377
708,QUIMPER,87474098,0.051434759068760154
709,ST DIE DES VOSGES,87144014,0.008156606851549755
710,ANTIBES,87757674,0.04096122337520481
711,LANDERNEAU,87474239,0.04388370817334065
712,MOUTIERS SALINS BRIDES L BAINS,87741728,0.0440771349862259
713,TGV HAUTE PICARDIE,87313882,0.01936912008854455
714,SALLANCHES COMBLOUX MEGEVE,87746438,0.038910505836575876
715,LANNION,87473223,0.02791736460078169
716,PARIS NORD,87271007,0.025238362310712283
717,RENNES,87471003,0.04788732394366197
718,VANNES,87476606,0.039615166949632144
719,SEDAN,87172254,0.03411028993746447
720,ST BRIEUC,87473009,0.05139920045688178
721,AVIGNON TGV,87318964,0.040160642570281124
722,BELFORT-MONTBELIARD TGV,87300822,0.011527377521613832
723,QUIMPER,87474098,0.055008685581933996
724,AIX EN PROVENCE TGV,87319012,0.04653868528214078
725,BESANCON - F COMTE TGV,87300863,0.046756282875511396
726,LE MANS,87396002,0.06459189665296536
727,LES ARCS DRAGUIGNAN,87755447,0.0471976401179941
728,ST BRIEUC,87473009,0.05334914048606995
729,VALENCE TGV RHONE-ALPES SUD,87763029,0.0357355568790947
730,LYON PART DIEU,87723197,0.04488330341113106
731,MORLAIX,87474338,0.057125676488274206
732,MULHOUSE VILLE,87182063,0.030211480362537766
733,ST PIERRE DES CORPS,87571240,0.03642987249544627
734,LORRAINE TGV,87142109,0.01525320317266626
735,BORDEAUX ST JEAN,87581009,0.05211526670754139
736,LORRAINE TGV,87142109,0.006161429451632779
737,BESANCON - F COMTE TGV,87300863,0.03715170278637771
738,BOURG ST MAURICE,87741793,0.059116365899191045
739,SELESTAT,87214056,0.015634771732332707
740,HYERES,87755629,0.01571338780641106
741,ST PIERRE DES CORPS,87571240,0.031585596967782695
742,PERPIGNAN,87784009,0.01904761904761905
743,ST MICHEL VALLOIRE,87742361,0.05743458838544991
744,DOUAI,87345009,0.05772931366260423
745,NICE VILLE,87756056,0.054803352675693105
746,REDON,87471300,0.04536616979909268
747,BELFORT-MONTBELIARD TGV,87300822,0.03908794788273615
748,ALBERTVILLE,87741645,0.062213490504256716
749,NANTES,87481002,0.05924950625411455
750,MORLAIX,87474338,0.03309066843150232
751,NANTES,87481002,0.05322687957418497
752,NIMES PONT DU GARD,87703975,0.056856187290969896
753,MARNE LA VALLEE CHESSY,87111849,0.020174848688634835
754,LYON-SAINT EXUPERY TGV,87762906,0.04056795131845842
755,MARNE LA VALLEE CHESSY,87111849,0.02379333786539769
756,BESANCON - F COMTE TGV,87300863,0.054682159945317846
757,SALLANCHES COMBLOUX MEGEVE,87746438,0.06529209621993128
758,LES ARCS DRAGUIGNAN,87755447,0.055286800276434005
759,THIONVILLE,87191007,0.03127171646977067
760,VALENCE TGV RHONE-ALPES SUD,87763029,0.04891684136967156
761,THIONVILLE,87191007,0.04919184820801125
762,ARRAS,87342014,0.06713780918727916
763,QUIMPER,87474098,0.03553660270078181
764,ST PIERRE DES CORPS,87571240,0.02501786990707648
765,MONTPELLIER SAINT-ROCH,87773002,0.05391804457225018
766,TGV HAUTE PICARDIE,87313882,0.05061460592913956
767,NANTES,87481002,0.05818181818181818
768,NIMES,87775007,0.01097293343087052
769,MARNE LA VALLEE CHESSY,87111849,0.04047093451066961
770,ETAPLES LE TOUQUET,87317065,0.029607698001480387
771,QUIMPER,87474098,0.07073715562174238
772,MARNE LA VALLEE CHESSY,87111849,0.052434456928838954
773,THIONVILLE,87191007,0.037678975131876416
774,MORLAIX,87474338,0.07202426080363912
775,NANTES,87481002,0.04958047292143402
776,FUTUROSCOPE,87324095,0.034535686876438994
777,MONTPELLIER SAINT-ROCH,87773002,0.05791505791505792
778,LE POULIGUEN,87481762,0.015540015540015542
779,SELESTAT,87214056,0.08600469116497264
780,AIX EN PROVENCE TGV,87319012,0.05900865460267506
781,ALBERTVILLE,87741645,0.05938242280285036
782,NANCY,87141002,0.06374501992031872
783,CHALONS EN CHAMPAGNE,87174003,0.0400962309542903
784,CANNES,87757625,0.016142050040355127
785,ALBERTVILLE,87741645,0.07717303005686434
786,MOUTIERS SALINS BRIDES L BAINS,87741728,0.05723630417007359
787,LA BAULE ESCOUBLAC,87481754,0.01646090534979424
788,REMIREMONT,87144451,0.09113504556752279
789,ST RAPHAEL VALESCURE,87757526,0.07089241034195164
790,AVIGNON TGV,87318964,0.05877413937867339
791,ARRAS,87342014,0.0676246830092984
792,MONTPELLIER SUD DE FRANCE,87688887,0.06382978723404255
793,DOUAI,87345009,0.05569837189374465
794,ANCENIS,87481192,0.04314063848144953
795,PARIS EST,87113001,0.06950477845351868
796,CLUSES  74,87746370,0.0699912510936133
797,MARNE LA VALLEE CHESSY,87111849,0.030837004405286344
798,PARIS NORD,87271007,0.022080723015302454
799,CANNES,87757625,0.07525996087717492
800,LORIENT,87476002,0.07988440499535555
801,LES ARCS DRAGUIGNAN,87755447,0.07118468701500259
802,BAR LE DUC,87175042,0.01784047297998133
803,ROUEN RIVE DROITE,87411017,0.05365498596235833
804,ST NAZAIRE,87481705,0.03585948087146878
805,LYON PART DIEU,87723197,0.07189884000418016
806,RENNES,87471003,0.06306966998428497
807,MOUTIERS SALINS BRIDES L BAINS,87741728,0.07226131708854112
808,VALENCE TGV RHONE-ALPES SUD,87763029,0.06338843845424871
809,SAVERNE,87212225,0.09078433442415286
810,PARIS NORD,87271007,0.050058207217694994
811,AIME LA PLAGNE,87741769,0.06843501326259947
812,DOUAI,87345009,0.08233166684395277
813,MONTPELLIER SUD DE FRANCE,87688887,0.06878532579716327
814,BEAUNE,87713545,0.041377098257243665
815,BOURG ST MAURICE,87741793,0.07374852610140421
816,NIMES PONT DU GARD,87703975,0.0646963997850618
817,DOUAI,87345009,0.05559745717056352
818,MARSEILLE ST CHARLES,87751008,0.07432213460084261
819,NICE VILLE,87756056,0.07451532546301311
820,CHATELLERAULT,87575142,0.0653708328808774
821,ST RAPHAEL VALESCURE,87757526,0.0749047359825803
822,NIMES PONT DU GARD,87703975,0.06571335007095296
823,MORLAIX,87474338,0.08941665754624056
824,MACON VILLE,87725689,0.03774827169976956
825,LA ROCHE SUR YON,87486019,0.0662339091209154
826,LYON PART DIEU,87723197,0.08538334252619967
827,PARIS MONTPARNASSE 1 ET 2,87391003,0.07609777679460236
828,STRASBOURG,87212027,0.019075080403681933
829,PARIS MONTPARNASSE 1 ET 2,87391003,0.07172245079506283
830,NANTES,87481002,0.11506299475972795
831,POITIERS,87575001,0.043264393515930685
832,LILLE EUROPE,87223263,0.07712139894630647
833,DOUAI,87345009,0.07732943688883893
834,VANNES,87476606,0.0872309252789361
835,ST RAPHAEL VALESCURE,87757526,0.08260820431687196
836,ALBERTVILLE,87741645,0.07796033994334277
837,LORRAINE TGV,87142109,0.09283036018634247
838,BEAUNE,87713545,0.039193346245869884
839,MONTAUBAN VILLE BOURBON,87611244,0.0786016223009254
840,AEROPORT CDG2 TGV ROISSY,87271494,0.034482758620689655
841,DOUAI,87345009,0.07884200800739144
842,MARSEILLE ST CHARLES,87751008,0.07886629698089957
843,AIX EN PROVENCE TGV,87319012,0.07395993836671803
844,PARIS MONTPARNASSE 1 ET 2,87391003,0.059186189889025895
845,MOUTIERS SALINS BRIDES L BAINS,87741728,0.07400555041628122
846,VALENCE TGV RHONE-ALPES SUD,87763029,0.05922270203578038
847,PARIS MONTPARNASSE 1 ET 2,87391003,0.07898796667695156
848,POITIERS,87575001,0.019753086419753086
849,SARREBOURG,87215012,0.04939796233405372
850,AIME LA PLAGNE,87741769,0.07906114885731934
851,MONTPELLIER SUD DE FRANCE,87688887,0.07908557306147668
852,LORRAINE TGV,87142109,0.024721878862793572
853,DOUAI,87345009,0.03956723338485317
854,SABLE SUR SARTHE,87396408,0.06926406926406926
855,SAVERNE,87212225,0.039591710485617077
856,PARIS MONTPARNASSE 1 ET 2,87391003,0.07920792079207921
857,NANTES,87481002,0.0801457194899818
858,ROUEN RIVE DROITE,87411017,0.07096774193548387
859,PARIS AUSTERLITZ,87547000,0.06156716417910448
860,ST PIERRE DES CORPS,87571240,0.057129367327667616
861,BAR LE DUC,87175042,0.0841300191204589
862,THIONVILLE,87191007,0.015972894482090997
863,ST PIERRE DES CORPS,87571240,0.06470588235294117
864,CHARLEVILLE MEZIERES,87172007,0.038232373386295926
865,LYON PART DIEU,87723197,0.0829979879275654
866,AGDE,87781278,0.10652395514780835
867,ST PIERRE DES CORPS,87571240,0.09090909090909091
868,PARIS NORD,87271007,0.04031413612565445
869,SEDAN,87172254,0.0583864118895966
870,PARIS NORD,87271007,0.053283100107642624
871,PARIS NORD,87271007,0.10807860262008734
872,DOUAI,87345009,0.09745293466223698
873,MEUSE TGV,87147322,0.09269662921348315
874,EPINAL,87144006,0.02508551881413911
875,TGV HAUTE PICARDIE,87313882,0.08275462962962962
876,MOUTIERS SALINS BRIDES L BAINS,87741728,0.09048178613396005
877,BORDEAUX ST JEAN,87581009,0.10501193317422433
878,NANCY,87141002,0.09333333333333334
879,NANTES,87481002,0.08996539792387544
880,PARIS MONTPARNASSE 1 ET 2,87391003,0.028037383177570093
881,ST PIERRE DES CORPS,87571240,0.028450595924644367
882,LYON PERRACHE,87722025,0.0360952133194589
883,POITIERS,87575001,0.01710022448171134
884,SEDAN,87172254,0.017363904532046125
885,NANTES,87481002,0.04031049979572382
886,BEAUNE,87713545,0.028154399557277256
887,PARIS MONTPARNASSE 1 ET 2,87391003,0.046815689582454655
888,LA ROCHELLE VILLE,87485003,0.031723349528436695
889,ST PIERRE DES CORPS,87571240,0.03494115937817812
890,SETE,87773200,0.05193557919621749
891,LYON PART DIEU,87723197,0.0305877047948294
892,ARCACHON,87582668,0.016977669011930253
893,VERSAILLES CHANTIERS,87393009,0.03456328818309201
894,PARIS NORD,87271007,0.046924540266328474
895,AEROPORT CDG2 TGV ROISSY,87271494,0.035846923946391086
896,AURAY,87476200,0.036525172754195465
897,ST PIERRE DES CORPS,87571240,0.04343451282911286
898,BAR LE DUC,87175042,0.03163474692202462
899,AEROPORT CDG2 TGV ROISSY,87271494,0.04195011337868481
900,MARSEILLE ST CHARLES,87751008,0.04610181559273763
901,COLMAR,87182014,0.0336180265309831
902,ST PIERRE DES CORPS,87571240,0.04120267260579065
