,Destination,Gare destination - code UIC,Prix par km
1357,PARIS GARE DE LYON,87686006,0.012486860128054025
1358,POITIERS,87575001,0.009329581755484566
1359,ST BRIEUC,87473009,0.008261588880575783
1360,PARIS GARE DE LYON,87686006,0.01646090534979424
1361,ST MICHEL VALLOIRE,87742361,0.021754894851341553
1362,REDON,87471300,0.026362038664323375
1363,ST JEAN DE LUZ CIBOURE,87677120,0.03716090672612411
1364,MONTPELLIER SUD DE FRANCE,87688887,0.03556910569105691
1365,RENNES,87471003,0.0642570281124498
1366,VALENCE TGV RHONE-ALPES SUD,87763029,0.03197832873589799
1367,CHAMBERY CHALLES LES EAUX,87741009,0.06365908194133894
1368,QUIMPER,87474098,0.023761598507535963
1369,VANNES,87476606,0.047304121192376605
1370,RENNES,87471003,0.06278274123198158
1371,LISIEUX,87444265,0.06249596487830074
1372,VALOGNES,87447284,0.06221179646202541
1373,LISIEUX,87444265,0.06193020056939957
1374,RENNES,87471003,0.05394474962184539
1375,LAMBALLE,87473108,0.04603094090793811
1376,NARBONNE,87781104,0.03818781461551814
1377,MOUTIERS SALINS BRIDES L BAINS,87741728,0.06082885600276495
1378,PARIS GARE DE LYON,87686006,0.0529896616982342
1379,ST BRIEUC,87473009,0.04521955777016506
1380,MONTPELLIER SUD DE FRANCE,87688887,0.0337658713548207
1381,RENNES,87471003,0.03735374926681691
1382,MOUTIERS SALINS BRIDES L BAINS,87741728,0.07810170741827906
1383,RENNES,87471003,0.05924837801444486
1384,MORLAIX,87474338,0.07005408699626724
1385,NIMES PONT DU GARD,87703975,0.02936982311356534
1386,LISIEUX,87444265,0.05848854246914699
1387,BREST,87474007,0.06551952349437458
1388,RENNES,87471003,0.05074363083559243
1389,TARBES,87671008,0.021655480984340045
1390,SALLANCHES COMBLOUX MEGEVE,87746438,0.0646933895712355
1391,NIMES PONT DU GARD,87703975,0.057264552768575484
1392,GUINGAMP,87473207,0.049897642086039556
1393,LA TESTE,87582643,0.04969053415857558
1394,REDON,87471300,0.056554443876433214
1395,MORLAIX,87474338,0.06688194565660092
1396,BOURG ST MAURICE,87741793,0.05258507047558344
1397,ST GERVAIS LES BAINS LE FAYET,87746479,0.06633580517644344
1398,TOULOUSE MATABIAU,87611004,0.06954322743796429
1399,QUIMPER,87474098,0.06579851173440182
1400,NIMES PONT DU GARD,87703975,0.03449111354987671
1401,BOURG ST MAURICE,87741793,0.05496408596655594
1402,CHAMBERY CHALLES LES EAUX,87741009,0.05132265407400076
1403,PAU,87672006,0.04089449670478229
1404,VALENCE TGV RHONE-ALPES SUD,87763029,0.047520864015709374
1405,ORTHEZ,87672253,0.06085668780910335
1406,RENNES,87471003,0.047146574637146714
1407,RENNES,87471003,0.057024839210467956
1408,BOURG ST MAURICE,87741793,0.06348461209217557
1409,RENNES,87471003,0.05658093797276854
1410,MORLAIX,87474338,0.05304618251065171
1411,CANNES,87757625,0.04953873028003712
1412,ROSPORDEN,87474155,0.05263801846137115
1413,QUIMPER,87474098,0.062268085913165946
1414,RENNES,87471003,0.0555008431703204
1415,NIMES PONT DU GARD,87703975,0.05203741533168476
1416,LANDRY,87741777,0.051840248490447306
1417,MONTPELLIER SAINT-ROCH,87773002,0.035505641955878034
1418,LORIENT,87476002,0.057881658849010725
1419,ST MALO,87478107,0.025628805930632777
1420,PARIS GARE DE LYON,87686006,0.04468301175105179
1421,ALBERTVILLE,87741645,0.05087640921872126
1422,AIME LA PLAGNE,87741769,0.06019191244812735
1423,PARIS GARE DE LYON,87686006,0.056813439065108516
1424,VITRE,87471508,0.037736339419141056
1425,PLOUARET TREGOR,87473181,0.037598073487143634
1426,LAMBALLE,87473108,0.031217347557436048
1427,SETE,87773200,0.04354531900673487
1428,SABLE SUR SARTHE,87396408,0.04958571849347523
1429,MONTPELLIER SUD DE FRANCE,87688887,0.03396707923950491
1430,REDON,87471300,0.055382502892451654
1431,LYON PART DIEU,87723197,0.03372352285395763
1432,VANNES,87476606,0.05498680872013027
1433,SETE,87773200,0.0030439485799099394
1434,ST BRIEUC,87473009,0.03639781913893589
1435,LANDRY,87741777,0.045336464005595246
1436,NIMES PONT DU GARD,87703975,0.021082500528929324
1437,BERNAY,87444299,0.04801944589131136
1438,ROUEN RIVE DROITE,87411017,0.0448607832717476
1439,ST MICHEL VALLOIRE,87742361,0.05066502463054188
1440,AURAY,87476200,0.041579225114441044
1441,ST MICHEL VALLOIRE,87742361,0.05327397695863806
1442,LE CREUSOT MONTCEAU MONTCHANIN,87694109,0.011797828127094784
1443,ALBERTVILLE,87741645,0.052907739396589416
1444,GUINGAMP,87473207,0.052726502451128726
1445,BERNAY,87444299,0.04670800260561171
1446,MONTBARD,87713131,0.04073045527223765
1447,VITRE,87471508,0.04059235119332886
1448,ALBERTVILLE,87741645,0.046234491981802336
1449,PARIS GARE DE LYON,87686006,0.03167916220397477
1450,LANDRY,87741777,0.05453488785833739
1451,ROSPORDEN,87474155,0.028606553501347585
1452,ST GERVAIS LES BAINS LE FAYET,87746479,0.05132011451595801
1453,GUINGAMP,87473207,0.05114957375355205
1454,RENNES,87471003,0.045315700157996366
1455,AURAY,87476200,0.05081187010078387
1456,ST MICHEL VALLOIRE,87742361,0.03376312332143563
1457,BOURG ST MAURICE,87741793,0.03926113055368855
1458,TOULON,87755009,0.04192799473301223
1459,ST BRIEUC,87473009,0.03343311075293576
1460,AURAY,87476200,0.033324535533548305
1461,ST RAPHAEL VALESCURE,87757526,0.044288884313590925
1462,ST PIERRE DES CORPS,87571240,0.04414598273837349
1463,VANNES,87476606,0.049504500409128106
1464,LE CREUSOT MONTCEAU MONTCHANIN,87694109,0.024672897196261683
1465,AURAY,87476200,0.049188102712346714
1466,BEAUNE,87713545,0.03268761045013001
1467,PLOUARET TREGOR,87473181,0.021722543871459988
1468,ST NAZAIRE,87481705,0.02706723187222477
1469,AIME LA PLAGNE,87741769,0.04317092206489018
1470,MOUTIERS SALINS BRIDES L BAINS,87741728,0.043035132762050836
1471,VANNES,87476606,0.04826271937599716
1472,CHALON SUR SAONE,87725002,0.02940169429748506
1473,AIME LA PLAGNE,87741769,0.047961947545748826
1474,CHALON SUR SAONE,87725002,0.03718786016135229
1475,NANTES,87481002,0.06355320173326914
1476,LANDERNEAU,87474239,0.026398752058993575
1477,VANNES,87476606,0.03158100789525198
1478,MONTPELLIER SUD DE FRANCE,87688887,0.0026236759651766645
1479,CLUSES  74,87746370,0.047081712062256816
1480,MOUTIERS SALINS BRIDES L BAINS,87741728,0.0495458120965917
1481,LANDERNEAU,87474239,0.03119695765206368
1482,MARSEILLE ST CHARLES,87751008,0.036286133513264575
1483,BOURG ST MAURICE,87741793,0.04651262119335412
1484,VALENCE TGV RHONE-ALPES SUD,87763029,0.030914994411028903
1485,GRENOBLE,87747006,0.03595915854719905
1486,ST MICHEL VALLOIRE,87742361,0.015364916773367477
1487,ST MICHEL VALLOIRE,87742361,0.04851029709655638
1488,BEAUNE,87713545,0.035638023709594284
1489,NANTES,87481002,0.030456213948610384
1490,MONTBARD,87713131,0.03542710152353267
1491,NIMES,87775007,0.042891696901455445
1492,ANTIBES,87757674,0.05534361064044325
1493,BEAUNE,87713545,0.03511535830517609
1494,ST MICHEL VALLOIRE,87742361,0.047517180798842554
1495,LORIENT,87476002,0.044885005358173274
1496,ANTIBES,87757674,0.029836331692883047
1497,AURAY,87476200,0.01983322064457967
1498,ORANGE,87765107,0.01483191517615453
1499,VANNES,87476606,0.04436748828682013
1500,LES SABLES D'OLONNE,87486449,0.03932441627819587
1501,TOULON,87755009,0.026958053997123935
1502,RENNES,87471003,0.046430843490290724
1503,LYON PERRACHE,87722025,0.04386176897051716
1504,ST GERVAIS LES BAINS LE FAYET,87746479,0.046166976253828006
1505,ALBERTVILLE,87741645,0.0242295600632772
1506,QUIMPER,87474098,0.04590609119317898
1507,MORLAIX,87474338,0.045776751224562935
1508,LYON PART DIEU,87723197,0.03844053729387354
1509,LAMBALLE,87473108,0.03354123354123354
1510,ALBERTVILLE,87741645,0.04300395881255368
1511,AIX LES BAINS LE REVARD,87741132,0.007147357643537844
1512,ALBERTVILLE,87741645,0.04276499867463847
1513,POITIERS,87575001,0.033169509114761804
1514,MOUTIERS SALINS BRIDES L BAINS,87741728,0.04252867952160117
1515,AIX LES BAINS LE REVARD,87741132,0.02356194259453986
1516,NANTES,87481002,0.02819663854123176
1517,ANTIBES,87757674,0.03280593372968995
1518,ALBERTVILLE,87741645,0.0373900364050716
1519,BOURG ST MAURICE,87741793,0.013983050847457629
1520,SALLANCHES COMBLOUX MEGEVE,87746438,0.0371867887018238
1521,LORIENT,87476002,0.04172174012987759
1522,SALLANCHES COMBLOUX MEGEVE,87746438,0.013869652016926325
1523,LES ARCS DRAGUIGNAN,87755447,0.032275273406241665
1524,NANTES,87481002,0.02759013823571327
1525,NICE VILLE,87756056,0.036688207091284654
1526,MONTPELLIER SAINT-ROCH,87773002,0.027442568110299468
1527,NARBONNE,87781104,0.03193093568574229
1528,LANDERNEAU,87474239,0.031845996221342834
1529,AURAY,87476200,0.040836223868004125
1530,NIORT,87485300,0.011313380643834208
1531,AGDE,87781278,0.027080458055130742
1532,NIMES PONT DU GARD,87703975,0.0360122396971698
1533,VANNES,87476606,0.022448563106435875
1534,ST GERVAIS LES BAINS LE FAYET,87746479,0.033584678725077484
1535,ALBERTVILLE,87741645,0.02233131551749594
1536,ANTIBES,87757674,0.03563703969590708
1537,ST GERVAIS LES BAINS LE FAYET,87746479,0.0422090440082986
1538,MONTELIMAR GARE SNCF,87764001,0.008863089079538899
1539,LYON PART DIEU,87723197,0.02652054794520548
1540,MODANE,87742007,0.03526957725695235
1541,CHATELLERAULT,87575142,0.02638416949830102
1542,MONTPELLIER SAINT-ROCH,87773002,0.015351294529175616
1543,ST MICHEL VALLOIRE,87742361,0.03937377973823125
1544,ST PIERRE DES CORPS,87571240,0.008727403867826715
1545,NICE VILLE,87756056,0.017410385078868326
1546,VALENCE TGV RHONE-ALPES SUD,87763029,0.030390828930490398
1547,QUIMPERLE,87476317,0.03464442933323789
1548,LYON PART DIEU,87723197,0.04319615875480825
1549,MARSEILLE ST CHARLES,87751008,0.03446986557464613
1550,MONTPELLIER SAINT-ROCH,87773002,0.036532194329251505
1551,VALENCE TGV RHONE-ALPES SUD,87763029,0.042871315192743766
1552,LYON PERRACHE,87722025,0.0513169404218097
1553,NIMES,87775007,0.034125962877439145
1554,NANTES,87481002,0.034041056749747244
1555,BOURG ST MAURICE,87741793,0.03183428631564177
1556,VALENCE TGV RHONE-ALPES SUD,87763029,0.03387250570811208
1557,NANTES,87481002,0.03801246138541285
1558,THONON LES BAINS,87745646,0.00842640389285932
1559,LA ROCHE SUR YON,87486019,0.025217089267106637
1560,PARIS AUSTERLITZ,87547000,0.03144408929081885
1561,MONTELIMAR GARE SNCF,87764001,0.029276048597549384
1562,ST JEAN DE MAURIENNE ARVAN,87742320,0.033376720771664266
1563,VANNES,87476606,0.02080968596292092
1564,MONTELIMAR GARE SNCF,87764001,0.0249110015011795
1565,SALLANCHES COMBLOUX MEGEVE,87746438,0.03106334183367848
1566,LYON PART DIEU,87723197,0.045449501028674844
1567,ST PIERRE DES CORPS,87571240,0.032974519689330975
1568,BOURG ST MAURICE,87741793,0.03289523987528355
1569,LYON-SAINT EXUPERY TGV,87762906,0.006153063818967709
1570,CHAMBERY CHALLES LES EAUX,87741009,0.03069170478469304
1571,ANTIBES,87757674,0.01837106515064611
1572,AURAY,87476200,0.036654633579885396
1573,PARIS AUSTERLITZ,87547000,0.02234683769580766
1574,LA BAULE ESCOUBLAC,87481754,0.008106863196683555
1575,LA ROCHELLE VILLE,87485003,0.012131542009223981
1576,ST NAZAIRE,87481705,0.012102924873511098
1577,MOUCHARD,87718833,0.01609925657358591
1578,ST JEAN DE LUZ CIBOURE,87677120,0.04416901034537113
1579,NANTES,87481002,0.028041714947856317
1580,NIORT,87485300,0.015986391749172192
1581,BELLEGARDE,87745000,0.027910961725404908
1582,PARIS AUSTERLITZ,87547000,0.04375806491382357
1583,AIME LA PLAGNE,87741769,0.023812647599055367
1584,VANNES,87476606,0.031676688346218354
1585,POITIERS,87575001,0.03555395941820794
1586,NANTES,87481002,0.03547202384345405
1587,HYERES,87755629,0.023593643365506484
1588,TOULOUSE MATABIAU,87611004,0.03530928043966377
1589,ALBERTVILLE,87741645,0.02935705620703599
1590,VANNES,87476606,0.03514802352884219
1591,LA TESTE,87582643,0.019482192310169386
1592,VENDOME VILLIERS SUR LOIR,87571216,0.007775162852713676
1593,LYON-SAINT EXUPERY TGV,87762906,0.02327258739241237
1594,LIBOURNE,87584052,0.023219925638667892
1595,ST PIERRE DES CORPS,87571240,0.03861250279222644
1596,POITIERS,87575001,0.02311531389545574
1597,POITIERS,87575001,0.023063360706513967
1598,PARIS AUSTERLITZ,87547000,0.02684691395199569
1599,TARBES,87671008,0.02870018975332068
1600,MONTPELLIER SUD DE FRANCE,87688887,0.0057272232433754336
1601,MONTPELLIER SAINT-ROCH,87773002,0.026667506257575996
1602,TOULOUSE MATABIAU,87611004,0.020906470639053164
1603,ST PIERRE DES CORPS,87571240,0.03034197410901796
1604,MONTPELLIER SUD DE FRANCE,87688887,0.03027483482544275
1605,BAYONNE,87673004,0.0075519980027773876
1606,SAUMUR,87487603,0.01883840231665642
1607,PARIS GARE DE LYON,87686006,0.022556390977443608
1608,AIME LA PLAGNE,87741769,0.027802633260897353
1609,MONTAUBAN VILLE BOURBON,87611244,0.025592536560766516
1610,MONTPELLIER SAINT-ROCH,87773002,0.02885213281930108
1611,ST PIERRE DES CORPS,87571240,0.03914110429447853
1612,LA TESTE,87582643,0.010533962949509626
1613,VENDOME VILLIERS SUR LOIR,87571216,0.020793499043977055
1614,NIMES PONT DU GARD,87703975,0.04447328064173646
1615,ALBERTVILLE,87741645,0.027020731423247145
1616,AIME LA PLAGNE,87741769,0.026682001150086256
1617,BORDEAUX ST JEAN,87581009,0.023057701044979555
1618,MOUTIERS SALINS BRIDES L BAINS,87741728,0.02277572085717491
1619,ST PIERRE DES CORPS,87571240,0.02571491908667701
1620,BELLEGARDE,87745000,0.020643960135801116
1621,MONTPELLIER SUD DE FRANCE,87688887,0.010984848484848484
1622,NIORT,87485300,0.012407744143758689
1623,MOUTIERS SALINS BRIDES L BAINS,87741728,0.024529498836963416
1624,MONTPELLIER SUD DE FRANCE,87688887,0.010609386432528484
1625,VALENCE TGV RHONE-ALPES SUD,87763029,0.020979743695742042
1626,POITIERS,87575001,0.023709759836484417
1627,ORTHEZ,87672253,0.0234485546796038
1628,FACTURE BIGANOS,87582478,0.014495651304608618
1629,ALBERTVILLE,87741645,0.02724485759493671
1630,PARIS GARE DE LYON,87686006,0.018442422463555427
1631,PARIS GARE DE LYON,87686006,0.01824782187802517
1632,ANGOULEME,87583005,0.025002394865408565
1633,ALBERTVILLE,87741645,0.01787068638604475
1634,BAYONNE,87673004,0.02449094491883269
1635,LANDRY,87741777,0.028283485045513656
1636,PARIS GARE DE LYON,87686006,0.018666666666666668
1637,ANGOULEME,87583005,0.02736602052451539
1638,POITIERS,87575001,0.030913348946135833
1639,POITIERS,87575001,0.02888086642599278
1640,ST PIERRE DES CORPS,87571240,0.01782178217821782
1641,ST RAPHAEL VALESCURE,87757526,0.022929936305732486
1642,PARIS GARE DE LYON,87686006,0.01889763779527559
1643,LE CREUSOT MONTCEAU MONTCHANIN,87694109,0.006495263870094722
1644,MONTPELLIER SUD DE FRANCE,87688887,0.023463687150837992
1645,LIBOURNE,87584052,0.027705627705627706
1646,BORDEAUX ST JEAN,87581009,0.02507462686567164
1647,TOULOUSE MATABIAU,87611004,0.01669242658423493
1648,TOULOUSE MATABIAU,87611004,0.03461538461538462
1649,BOURG ST MAURICE,87741793,0.041930116472545756
1650,NIMES PONT DU GARD,87703975,0.010380622837370243
1651,NIORT,87485300,0.021621621621621623
1652,VALENCE TGV RHONE-ALPES SUD,87763029,0.013533834586466165
1653,LOURDES,87671339,0.018860510805500982
1654,ORTHEZ,87672253,0.024691358024691357
1655,TOULOUSE MATABIAU,87611004,0.03628509719222462
1656,NARBONNE,87781104,0.005454545454545455
1657,LES ARCS DRAGUIGNAN,87755447,0.06906474820143885
1658,MARSEILLE ST CHARLES,87751008,0.03654822335025381
1659,NIMES PONT DU GARD,87703975,0.022641509433962266
1660,PARIS GARE DE LYON,87686006,0.06206896551724138
1661,MOUCHARD,87718833,0.040551078762672214
1662,ANGOULEME,87583005,0.05300713557594291
1663,MACON LOCHE TGV,87725705,0.01949512621844539
1664,LOURDES,87671339,0.044629720451201574
1665,ST PIERRE DES CORPS,87571240,0.028158844765342958
1666,LYON PERRACHE,87722025,0.03379017013232514
1667,CHAMBERY CHALLES LES EAUX,87741009,0.054304943142260385
1668,NARBONNE,87781104,0.029639762881896948
1669,ST PIERRE DES CORPS,87571240,0.06990813354246023
1670,AIX LES BAINS LE REVARD,87741132,0.008590308370044052
1671,CHATELLERAULT,87575142,0.050682261208577
1672,BOURG EN BRESSE,87743005,0.027694929697486152
1673,PARIS GARE DE LYON,87686006,0.05449591280653951
1674,HYERES,87755629,0.040854808296668765
1675,DOLE VILLE,87713412,0.027225130890052355
1676,CHALON SUR SAONE,87725002,0.03809922545530668
1677,NIMES PONT DU GARD,87703975,0.04896421845574388
1678,PARIS GARE DE LYON,87686006,0.05438192846684794
1679,CHALON SUR SAONE,87725002,0.03805143215555091
1680,SETE,87773200,0.04075235109717868
1681,BEAUNE,87713545,0.038019636515562984
1682,MONTPELLIER SUD DE FRANCE,87688887,0.019001879306744626
1683,MARSEILLE ST CHARLES,87751008,0.04884157795867251
1684,CHATELLERAULT,87575142,0.02169831003546839
1685,ST RAPHAEL VALESCURE,87757526,0.05964546402502607
1686,PARIS GARE DE LYON,87686006,0.02710027100271003
1687,MACON LOCHE TGV,87725705,0.03580562659846547
1688,MONTELIMAR GARE SNCF,87764001,0.031476997578692496
1689,LOURDES,87671339,0.027586206896551724
1690,CHALON SUR SAONE,87725002,0.019693654266958426
1691,MACON LOCHE TGV,87725705,0.025052192066805846
1692,VALENCE TGV RHONE-ALPES SUD,87763029,0.023952095808383235
1693,VALENCE VILLE,87761007,0.02676864244741874
1694,PARIS GARE DE LYON,87686006,0.022018348623853212
1695,CHALON SUR SAONE,87725002,0.016506189821182942
1696,AIME LA PLAGNE,87741769,0.007332722273143905
1697,PARIS GARE DE LYON,87686006,0.02015574896930829
1698,EVIAN LES BAINS,87745679,0.007326007326007326
1699,ST JEAN DE LUZ CIBOURE,87677120,0.029290617848970253
1700,ANNECY,87746008,0.0292772186642269
1701,LYON-SAINT EXUPERY TGV,87762906,0.009144947416552356
1702,TOULOUSE MATABIAU,87611004,0.029250457038391225
1703,MACON VILLE,87725689,0.025582457743261764
1704,BELLEGARDE,87745000,0.014611872146118721
1705,ANGOULEME,87583005,0.032861706983112735
1706,MIRAMAS,87753004,0.01824817518248175
1707,NIMES PONT DU GARD,87703975,0.02553579571363429
1708,AIME LA PLAGNE,87741769,0.02552415679124886
1709,MARSEILLE ST CHARLES,87751008,0.01457858769931663
1710,ORANGE,87765107,0.023679417122040074
1711,PARIS GARE DE LYON,87686006,0.04005461993627674
1712,PARIS GARE DE LYON,87686006,0.029117379435850774
1713,ST AVRE LA CHAMBRE,87741306,0.018190086402910415
1714,MONTELIMAR GARE SNCF,87764001,0.02909090909090909
1715,TARBES,87671008,0.025442980463425715
1716,ANNECY,87746008,0.018165304268846504
1717,NICE VILLE,87756056,0.04357694053563323
1718,NIMES PONT DU GARD,87703975,0.025408348457350273
1719,TOULOUSE MATABIAU,87611004,0.029024943310657598
1720,NIMES PONT DU GARD,87703975,0.012692656391659111
1721,THONON LES BAINS,87745646,0.007249660172179429
1722,SETE,87773200,0.014492753623188406
1723,ALBERTVILLE,87741645,0.01810774105930285
1724,MONTPELLIER SAINT-ROCH,87773002,0.03257918552036199
1725,SETE,87773200,0.012663952962460425
1726,MONTPELLIER SAINT-ROCH,87773002,0.0162748643761302
1727,BELLEGARDE,87745000,0.021690013556258474
1728,LYON PERRACHE,87722025,0.018066847335140017
1729,PERPIGNAN,87784009,0.03250564334085779
1730,BOURG ST MAURICE,87741793,0.02888086642599278
1731,ST RAPHAEL VALESCURE,87757526,0.02165087956698241
1732,FRASNE,87715136,0.025247971145175834
1733,ST GERVAIS LES BAINS LE FAYET,87746479,0.021631365479945923
1734,LE CREUSOT MONTCEAU MONTCHANIN,87694109,0.0036036036036036037
1735,LES ARCS DRAGUIGNAN,87755447,0.018009905447996397
1736,TOULON,87755009,0.018001800180018002
1737,ALBERTVILLE,87741645,0.01799370220422852
1738,PARIS GARE DE LYON,87686006,0.01079136690647482
1739,LYON PART DIEU,87723197,0.02877697841726619
1740,MONTELIMAR GARE SNCF,87764001,0.017985611510791366
1741,CANNES,87757625,0.02158273381294964
1742,AGDE,87781278,0.01079136690647482
1743,ST RAPHAEL VALESCURE,87757526,0.019784172661870502
1744,ORANGE,87765107,0.017985611510791366
1745,VALENCE VILLE,87761007,0.02158273381294964
1746,VALENCE TGV RHONE-ALPES SUD,87763029,0.039568345323741004
1747,VALENCE TGV RHONE-ALPES SUD,87763029,0.02158273381294964
1748,VALENCE TGV RHONE-ALPES SUD,87763029,0.02877697841726619
1749,LES ARCS DRAGUIGNAN,87755447,0.023381294964028777
1750,ANNEMASSE,87745497,0.017985611510791366
1751,LES ARCS DRAGUIGNAN,87755447,0.017985611510791366
1752,NIMES,87775007,0.017985611510791366
1753,MIRAMAS,87753004,0.012589928057553957
1754,VALENCE TGV RHONE-ALPES SUD,87763029,0.03237410071942446
1755,MARSEILLE ST CHARLES,87751008,0.02877697841726619
1756,LANDRY,87741777,0.02158273381294964
1757,CHALON SUR SAONE,87725002,0.025179856115107913
1758,LYON PERRACHE,87722025,0.03597122302158273
1759,BEAUNE,87713545,0.025179856115107913
1760,MOUTIERS SALINS BRIDES L BAINS,87741728,0.02158273381294964
1761,NIMES,87775007,0.025179856115107913
1762,CHALON SUR SAONE,87725002,0.014388489208633094
1763,MARSEILLE ST CHARLES,87751008,0.03237410071942446
1764,ALBERTVILLE,87741645,0.014388489208633094
1765,MONTPELLIER SAINT-ROCH,87773002,0.017985611510791366
1766,TOULON,87755009,0.025179856115107913
1767,ST JEAN DE MAURIENNE ARVAN,87742320,0.014388489208633094
1768,MACON LOCHE TGV,87725705,0.00539568345323741
1769,AIX LES BAINS LE REVARD,87741132,0.01079136690647482
1770,AGDE,87781278,0.007194244604316547
1771,ANTIBES,87757674,0.007194244604316547
1772,EVIAN LES BAINS,87745679,0.017985611510791366
1773,CHALON SUR SAONE,87725002,0.025179856115107913
1774,MACON LOCHE TGV,87725705,0.012589928057553957
1775,ANNECY,87746008,0.00539568345323741
1776,ST RAPHAEL VALESCURE,87757526,0.02158273381294964
1777,LES ARCS DRAGUIGNAN,87755447,0.02158273381294964
1778,NARBONNE,87781104,0.03237410071942446
1779,MARSEILLE ST CHARLES,87751008,0.025179856115107913
1780,LES ARCS DRAGUIGNAN,87755447,0.017985611510791366
1781,LES ARCS DRAGUIGNAN,87755447,0.02158273381294964
1782,BOURG ST MAURICE,87741793,0.007194244604316547
1783,NARBONNE,87781104,0.02158273381294964
1784,DOLE VILLE,87713412,0.017985611510791366
1785,LYON PART DIEU,87723197,0.02158273381294964
1786,MARSEILLE ST CHARLES,87751008,0.02877697841726619
1787,NARBONNE,87781104,0.03237410071942446
1788,NARBONNE,87781104,0.014388489208633094
1789,MACON VILLE,87725689,0.014388489208633094
1790,EVIAN LES BAINS,87745679,0.02158273381294964
1791,LYON PERRACHE,87722025,0.017985611510791366
1792,ORANGE,87765107,0.017985611510791366
1793,ST RAPHAEL VALESCURE,87757526,0.017985611510791366
1794,SALLANCHES COMBLOUX MEGEVE,87746438,0.02158273381294964
1795,VALENCE TGV RHONE-ALPES SUD,87763029,0.03237410071942446
1796,AIME LA PLAGNE,87741769,0.02877697841726619
1797,THONON LES BAINS,87745646,0.017985611510791366
1798,SALLANCHES COMBLOUX MEGEVE,87746438,0.007194244604316547
1799,ST GERVAIS LES BAINS LE FAYET,87746479,0.014388489208633094
1800,ORANGE,87765107,0.02158273381294964
